engine,workload,threads,table_size,iteration,time_s,tps,qps,latency_avg_ms,latency_p95_ms
InnoDB,oltp_insert,1,1000000,1,250,15087.69,15087.69,0.09,0.09
InnoDB,oltp_insert,1,1000000,1,260,15691.01,15691.01,0.07,0.07
InnoDB,oltp_insert,1,1000000,1,270,14869.63,14869.63,0.09,0.09
InnoDB,oltp_insert,1,1000000,1,280,15580.31,15580.31,0.09,0.09
InnoDB,oltp_insert,1,1000000,1,290,15547.49,15547.49,0.10,0.10
InnoDB,oltp_write_only,1,1000000,1,10,1942.50,11655.39,0.49,0.49
InnoDB,oltp_write_only,1,1000000,1,20,2215.34,13292.05,0.48,0.48
InnoDB,oltp_write_only,1,1000000,1,30,2122.60,12735.61,0.53,0.53
InnoDB,oltp_write_only,1,1000000,1,40,2138.48,12830.58,0.46,0.46
InnoDB,oltp_write_only,1,1000000,1,50,1995.77,11974.61,0.53,0.53
InnoDB,oltp_write_only,1,1000000,1,60,2165.19,12991.31,0.51,0.51
InnoDB,oltp_write_only,1,1000000,1,70,2273.16,13638.83,0.53,0.53
InnoDB,oltp_write_only,1,1000000,1,80,2433.71,14602.36,0.51,0.51
InnoDB,oltp_write_only,1,1000000,1,90,2373.20,14238.92,0.49,0.49
InnoDB,oltp_write_only,1,1000000,1,100,2490.32,14942.02,0.50,0.50
InnoDB,oltp_write_only,1,1000000,1,110,2627.39,15764.74,0.45,0.45
InnoDB,oltp_write_only,1,1000000,1,120,2624.96,15749.74,0.46,0.46
InnoDB,oltp_write_only,1,1000000,1,130,2684.54,16106.96,0.46,0.46
InnoDB,oltp_write_only,1,1000000,1,140,2689.54,16137.31,0.46,0.46
InnoDB,oltp_write_only,1,1000000,1,150,2789.70,16738.02,0.44,0.44
InnoDB,oltp_write_only,1,1000000,1,160,2687.04,16122.62,0.44,0.44
InnoDB,oltp_write_only,1,1000000,1,170,2653.25,15919.39,0.46,0.46
InnoDB,oltp_write_only,1,1000000,1,180,2732.64,16395.65,0.45,0.45
InnoDB,oltp_write_only,1,1000000,1,190,2669.32,16016.00,0.52,0.52
InnoDB,oltp_write_only,1,1000000,1,200,2803.01,16817.88,0.45,0.45
InnoDB,oltp_write_only,1,1000000,1,210,2822.20,16933.12,0.48,0.48
InnoDB,oltp_write_only,1,1000000,1,220,2786.81,16720.97,0.50,0.50
InnoDB,oltp_write_only,1,1000000,1,230,2827.29,16963.91,0.45,0.45
InnoDB,oltp_write_only,1,1000000,1,240,2753.42,16520.65,0.44,0.44
InnoDB,oltp_write_only,1,1000000,1,250,2720.42,16322.33,0.44,0.44
InnoDB,oltp_write_only,1,1000000,1,260,2742.38,16454.38,0.45,0.45
InnoDB,oltp_write_only,1,1000000,1,270,2845.49,17072.72,0.44,0.44
InnoDB,oltp_write_only,1,1000000,1,280,2826.87,16961.55,0.44,0.44
InnoDB,oltp_write_only,1,1000000,1,290,2860.13,17160.78,0.45,0.45
TidesDB,oltp_read_write,8,1000000,1,10,2384.93,47739.48,3.82,3.82
TidesDB,oltp_read_write,8,1000000,1,20,2368.30,47399.05,3.75,3.75
TidesDB,oltp_read_write,8,1000000,1,30,2323.90,46521.06,3.82,3.82
TidesDB,oltp_read_write,8,1000000,1,40,2334.90,46733.99,3.82,3.82
TidesDB,oltp_read_write,8,1000000,1,50,2320.10,46437.03,3.82,3.82
TidesDB,oltp_read_write,8,1000000,1,60,2338.97,46833.45,3.75,3.75
TidesDB,oltp_read_write,8,1000000,1,70,2340.13,46850.96,3.82,3.82
TidesDB,oltp_read_write,8,1000000,1,80,2332.69,46690.61,3.82,3.82
TidesDB,oltp_read_write,8,1000000,1,90,2322.20,46494.85,3.82,3.82
TidesDB,oltp_read_write,8,1000000,1,100,2329.12,46615.37,3.82,3.82
TidesDB,oltp_read_write,8,1000000,1,110,2340.70,46879.17,3.82,3.82
TidesDB,oltp_read_write,8,1000000,1,120,2320.28,46450.47,3.89,3.89
TidesDB,oltp_read_write,8,1000000,1,130,2281.10,45660.62,3.96,3.96
TidesDB,oltp_read_write,8,1000000,1,140,2263.80,45311.44,4.25,4.25
TidesDB,oltp_read_write,8,1000000,1,150,1592.25,31881.05,11.24,11.24
TidesDB,oltp_read_write,8,1000000,1,160,823.94,16499.72,14.21,14.21
TidesDB,oltp_read_write,8,1000000,1,170,793.10,15872.51,14.21,14.21
TidesDB,oltp_read_write,8,1000000,1,180,773.29,15474.95,14.46,14.46
TidesDB,oltp_read_write,8,1000000,1,190,753.70,15083.92,14.73,14.73
